"site_no","Date","Flow_Max","Flow_Min","Flow","year","month","day"
"02096960",2022-01-08,NA,NA,1380,"2022","01","08"
"02096960",2022-01-09,NA,NA,1110,"2022","01","09"
"02096960",2022-01-10,NA,NA,1500,"2022","01","10"
"02096960",2022-01-11,NA,NA,1790,"2022","01","11"
"02096960",2022-01-12,NA,NA,1130,"2022","01","12"
"02096960",2022-01-13,NA,NA,914,"2022","01","13"
"02096960",2022-01-14,NA,NA,909,"2022","01","14"
"02096960",2022-01-15,NA,NA,801,"2022","01","15"
"02096960",2022-01-16,NA,NA,724,"2022","01","16"
"02096960",2022-01-17,NA,NA,1120,"2022","01","17"
"02096960",2022-01-18,NA,NA,1430,"2022","01","18"
"02096960",2022-01-19,NA,NA,1330,"2022","01","19"
"02096960",2022-01-20,NA,NA,1560,"2022","01","20"
"02096960",2022-01-21,NA,NA,3010,"2022","01","21"
"02096960",2022-01-22,NA,NA,2420,"2022","01","22"
"02096960",2022-01-23,NA,NA,1700,"2022","01","23"
"02096960",2022-01-24,NA,NA,1380,"2022","01","24"
"02096960",2022-01-25,NA,NA,1140,"2022","01","25"
"02096960",2022-01-26,NA,NA,978,"2022","01","26"
"02096960",2022-01-27,NA,NA,850,"2022","01","27"
"02096960",2022-01-28,NA,NA,735,"2022","01","28"
"02096960",2022-01-29,NA,NA,726,"2022","01","29"
"02096960",2022-01-30,NA,NA,671,"2022","01","30"
"02096960",2022-01-31,NA,NA,624,"2022","01","31"
"02096960",2022-02-01,NA,NA,539,"2022","02","01"
"02096960",2022-02-02,NA,NA,501,"2022","02","02"
"02096960",2022-02-03,NA,NA,557,"2022","02","03"
"02096960",2022-02-04,NA,NA,1160,"2022","02","04"
"02096960",2022-02-05,NA,NA,1660,"2022","02","05"
"02096960",2022-02-06,NA,NA,1440,"2022","02","06"
"02096960",2022-02-07,NA,NA,1200,"2022","02","07"
"02096960",2022-02-08,NA,NA,1870,"2022","02","08"
"02096960",2022-02-09,NA,NA,1700,"2022","02","09"
"02096960",2022-02-10,NA,NA,1290,"2022","02","10"
"02096960",2022-02-11,NA,NA,1090,"2022","02","11"
"02096960",2022-02-12,NA,NA,842,"2022","02","12"
"02096960",2022-02-13,NA,NA,692,"2022","02","13"
"02096960",2022-02-14,NA,NA,623,"2022","02","14"
"02096960",2022-02-15,NA,NA,561,"2022","02","15"
"02096960",2022-02-16,NA,NA,506,"2022","02","16"
"02096960",2022-02-17,NA,NA,480,"2022","02","17"
"02096960",2022-02-18,NA,NA,490,"2022","02","18"
"02096960",2022-02-19,NA,NA,517,"2022","02","19"
"02096960",2022-02-20,NA,NA,554,"2022","02","20"
"02096960",2022-02-21,NA,NA,470,"2022","02","21"
"02096960",2022-02-22,NA,NA,424,"2022","02","22"
"02096960",2022-02-23,NA,NA,444,"2022","02","23"
"02096960",2022-02-24,NA,NA,2250,"2022","02","24"
"02096960",2022-02-25,NA,NA,4540,"2022","02","25"
"02096960",2022-02-26,NA,NA,3000,"2022","02","26"
"02096960",2022-02-27,NA,NA,1890,"2022","02","27"
"02096960",2022-02-28,NA,NA,1580,"2022","02","28"
"02096960",2022-03-01,NA,NA,1290,"2022","03","01"
"02096960",2022-03-02,NA,NA,982,"2022","03","02"
"02096960",2022-03-03,NA,NA,875,"2022","03","03"
"02096960",2022-03-04,NA,NA,836,"2022","03","04"
"02096960",2022-03-05,NA,NA,667,"2022","03","05"
"02096960",2022-03-06,NA,NA,566,"2022","03","06"
"02096960",2022-03-07,NA,NA,547,"2022","03","07"
"02096960",2022-03-08,NA,NA,560,"2022","03","08"
"02096960",2022-03-09,NA,NA,5250,"2022","03","09"
"02096960",2022-03-10,NA,NA,6730,"2022","03","10"
"02096960",2022-03-11,NA,NA,3070,"2022","03","11"
"02096960",2022-03-12,NA,NA,6650,"2022","03","12"
"02096960",2022-03-13,NA,NA,8860,"2022","03","13"
"02096960",2022-03-14,NA,NA,3940,"2022","03","14"
"02096960",2022-03-15,NA,NA,2420,"2022","03","15"
"02096960",2022-03-16,NA,NA,1990,"2022","03","16"
"02096960",2022-03-17,NA,NA,17000,"2022","03","17"
"02096960",2022-03-18,NA,NA,6920,"2022","03","18"
"02096960",2022-03-19,NA,NA,2940,"2022","03","19"
"02096960",2022-03-20,NA,NA,2010,"2022","03","20"
"02096960",2022-03-21,NA,NA,1460,"2022","03","21"
"02096960",2022-03-22,NA,NA,1140,"2022","03","22"
"02096960",2022-03-23,NA,NA,976,"2022","03","23"
"02096960",2022-03-24,NA,NA,1410,"2022","03","24"
"02096960",2022-03-25,NA,NA,1590,"2022","03","25"
"02096960",2022-03-26,NA,NA,1170,"2022","03","26"
"02096960",2022-03-27,NA,NA,907,"2022","03","27"
"02096960",2022-03-28,NA,NA,751,"2022","03","28"
"02096960",2022-03-29,NA,NA,661,"2022","03","29"
"02096960",2022-03-30,NA,NA,607,"2022","03","30"
"02096960",2022-03-31,NA,NA,681,"2022","03","31"
"02096960",2022-04-01,NA,NA,3010,"2022","04","01"
"02096960",2022-04-02,NA,NA,1810,"2022","04","02"
"02096960",2022-04-03,NA,NA,1070,"2022","04","03"
"02096960",2022-04-04,NA,NA,808,"2022","04","04"
"02096960",2022-04-05,NA,NA,706,"2022","04","05"
"02096960",2022-04-06,NA,NA,1040,"2022","04","06"
"02096960",2022-04-07,NA,NA,1240,"2022","04","07"
"02096960",2022-04-08,NA,NA,1030,"2022","04","08"
"02096960",2022-04-09,NA,NA,933,"2022","04","09"
"02096960",2022-04-10,NA,NA,713,"2022","04","10"
"02096960",2022-04-11,NA,NA,609,"2022","04","11"
"02096960",2022-04-12,NA,NA,563,"2022","04","12"
"02096960",2022-04-13,NA,NA,522,"2022","04","13"
"02096960",2022-04-14,NA,NA,502,"2022","04","14"
"02096960",2022-04-15,NA,NA,480,"2022","04","15"
"02096960",2022-04-16,NA,NA,445,"2022","04","16"
"02096960",2022-04-17,NA,NA,436,"2022","04","17"
"02096960",2022-04-18,NA,NA,1780,"2022","04","18"
"02096960",2022-04-19,NA,NA,6530,"2022","04","19"
"02096960",2022-04-20,NA,NA,2850,"2022","04","20"
"02096960",2022-04-21,NA,NA,1830,"2022","04","21"
"02096960",2022-04-22,NA,NA,1270,"2022","04","22"
"02096960",2022-04-23,NA,NA,915,"2022","04","23"
"02096960",2022-04-24,NA,NA,740,"2022","04","24"
"02096960",2022-04-25,NA,NA,623,"2022","04","25"
"02096960",2022-04-26,NA,NA,546,"2022","04","26"
"02096960",2022-04-27,NA,NA,632,"2022","04","27"
"02096960",2022-04-28,NA,NA,570,"2022","04","28"
"02096960",2022-04-29,NA,NA,437,"2022","04","29"
"02096960",2022-04-30,NA,NA,379,"2022","04","30"
"02096960",2022-05-01,NA,NA,359,"2022","05","01"
"02096960",2022-05-02,NA,NA,506,"2022","05","02"
"02096960",2022-05-03,NA,NA,634,"2022","05","03"
"02096960",2022-05-04,NA,NA,418,"2022","05","04"
"02096960",2022-05-05,NA,NA,361,"2022","05","05"
"02096960",2022-05-06,NA,NA,336,"2022","05","06"
"02096960",2022-05-07,NA,NA,416,"2022","05","07"
"02096960",2022-05-08,NA,NA,1240,"2022","05","08"
"02096960",2022-05-09,NA,NA,1300,"2022","05","09"
"02096960",2022-05-10,NA,NA,838,"2022","05","10"
"02096960",2022-05-11,NA,NA,563,"2022","05","11"
"02096960",2022-05-12,NA,NA,416,"2022","05","12"
"02096960",2022-05-13,NA,NA,363,"2022","05","13"
"02096960",2022-05-14,NA,NA,335,"2022","05","14"
"02096960",2022-05-15,NA,NA,497,"2022","05","15"
"02096960",2022-05-16,NA,NA,524,"2022","05","16"
"02096960",2022-05-17,NA,NA,434,"2022","05","17"
"02096960",2022-05-18,NA,NA,448,"2022","05","18"
"02096960",2022-05-19,NA,NA,399,"2022","05","19"
"02096960",2022-05-20,NA,NA,358,"2022","05","20"
"02096960",2022-05-21,NA,NA,319,"2022","05","21"
"02096960",2022-05-22,NA,NA,257,"2022","05","22"
"02096960",2022-05-23,NA,NA,275,"2022","05","23"
"02096960",2022-05-24,NA,NA,4330,"2022","05","24"
"02096960",2022-05-25,NA,NA,2860,"2022","05","25"
"02096960",2022-05-26,NA,NA,1560,"2022","05","26"
"02096960",2022-05-27,NA,NA,1980,"2022","05","27"
"02096960",2022-05-28,NA,NA,3370,"2022","05","28"
"02096960",2022-05-29,NA,NA,1640,"2022","05","29"
"02096960",2022-05-30,NA,NA,1020,"2022","05","30"
"02096960",2022-05-31,NA,NA,658,"2022","05","31"
"02096960",2022-06-01,NA,NA,543,"2022","06","01"
"02096960",2022-06-02,NA,NA,437,"2022","06","02"
"02096960",2022-06-03,NA,NA,349,"2022","06","03"
"02096960",2022-06-04,NA,NA,279,"2022","06","04"
"02096960",2022-06-05,NA,NA,269,"2022","06","05"
"02096960",2022-06-06,NA,NA,225,"2022","06","06"
"02096960",2022-06-07,NA,NA,212,"2022","06","07"
"02096960",2022-06-08,NA,NA,201,"2022","06","08"
"02096960",2022-06-09,NA,NA,260,"2022","06","09"
"02096960",2022-06-10,NA,NA,218,"2022","06","10"
"02096960",2022-06-11,NA,NA,195,"2022","06","11"
"02096960",2022-06-12,NA,NA,169,"2022","06","12"
"02096960",2022-06-13,NA,NA,159,"2022","06","13"
"02096960",2022-06-14,NA,NA,149,"2022","06","14"
"02096960",2022-06-15,NA,NA,143,"2022","06","15"
"02096960",2022-06-16,NA,NA,145,"2022","06","16"
"02096960",2022-06-17,NA,NA,184,"2022","06","17"
"02096960",2022-06-18,NA,NA,596,"2022","06","18"
"02096960",2022-06-19,NA,NA,300,"2022","06","19"
"02096960",2022-06-20,NA,NA,210,"2022","06","20"
"02096960",2022-06-21,NA,NA,159,"2022","06","21"
"02096960",2022-06-22,NA,NA,142,"2022","06","22"
"02096960",2022-06-23,NA,NA,124,"2022","06","23"
"02096960",2022-06-24,NA,NA,115,"2022","06","24"
"02096960",2022-06-25,NA,NA,104,"2022","06","25"
"02096960",2022-06-26,NA,NA,98.7,"2022","06","26"
"02096960",2022-06-27,NA,NA,109,"2022","06","27"
"02096960",2022-06-28,NA,NA,112,"2022","06","28"
"02096960",2022-06-29,NA,NA,173,"2022","06","29"
"02096960",2022-06-30,NA,NA,169,"2022","06","30"
"02096960",2022-07-01,NA,NA,109,"2022","07","01"
"02096960",2022-07-02,NA,NA,96.2,"2022","07","02"
"02096960",2022-07-03,NA,NA,88.9,"2022","07","03"
"02096960",2022-07-04,NA,NA,81.8,"2022","07","04"
"02096960",2022-07-05,NA,NA,77.9,"2022","07","05"
"02096960",2022-07-06,NA,NA,80.5,"2022","07","06"
"02096960",2022-07-07,NA,NA,195,"2022","07","07"
"02096960",2022-07-08,NA,NA,228,"2022","07","08"
"02096960",2022-07-09,NA,NA,178,"2022","07","09"
"02096960",2022-07-10,NA,NA,426,"2022","07","10"
"02096960",2022-07-11,NA,NA,389,"2022","07","11"
"02096960",2022-07-12,NA,NA,298,"2022","07","12"
"02096960",2022-07-13,NA,NA,208,"2022","07","13"
"02096960",2022-07-14,NA,NA,1090,"2022","07","14"
"02096960",2022-07-15,NA,NA,1460,"2022","07","15"
"02096960",2022-07-16,NA,NA,524,"2022","07","16"
"02096960",2022-07-17,NA,NA,378,"2022","07","17"
"02096960",2022-07-18,NA,NA,557,"2022","07","18"
"02096960",2022-07-19,NA,NA,291,"2022","07","19"
"02096960",2022-07-20,NA,NA,225,"2022","07","20"
"02096960",2022-07-21,NA,NA,180,"2022","07","21"
"02096960",2022-07-22,NA,NA,632,"2022","07","22"
"02096960",2022-07-23,NA,NA,645,"2022","07","23"
"02096960",2022-07-24,NA,NA,429,"2022","07","24"
"02096960",2022-07-25,NA,NA,387,"2022","07","25"
"02096960",2022-07-26,NA,NA,286,"2022","07","26"
"02096960",2022-07-27,NA,NA,339,"2022","07","27"
"02096960",2022-07-28,NA,NA,1120,"2022","07","28"
"02096960",2022-07-29,NA,NA,505,"2022","07","29"
"02096960",2022-07-30,NA,NA,305,"2022","07","30"
"02096960",2022-07-31,NA,NA,358,"2022","07","31"
"02096960",2022-08-01,NA,NA,467,"2022","08","01"
"02096960",2022-08-02,NA,NA,268,"2022","08","02"
"02096960",2022-08-03,NA,NA,199,"2022","08","03"
"02096960",2022-08-04,NA,NA,206,"2022","08","04"
"02096960",2022-08-05,NA,NA,161,"2022","08","05"
"02096960",2022-08-06,NA,NA,121,"2022","08","06"
"02096960",2022-08-07,NA,NA,110,"2022","08","07"
"02096960",2022-08-08,NA,NA,118,"2022","08","08"
"02096960",2022-08-09,NA,NA,150,"2022","08","09"
"02096960",2022-08-10,NA,NA,124,"2022","08","10"
"02096960",2022-08-11,NA,NA,236,"2022","08","11"
"02096960",2022-08-12,NA,NA,308,"2022","08","12"
"02096960",2022-08-13,NA,NA,185,"2022","08","13"
"02096960",2022-08-14,NA,NA,120,"2022","08","14"
"02096960",2022-08-15,NA,NA,108,"2022","08","15"
"02096960",2022-08-16,NA,NA,94.4,"2022","08","16"
"02096960",2022-08-17,NA,NA,146,"2022","08","17"
"02096960",2022-08-18,NA,NA,131,"2022","08","18"
"02096960",2022-08-19,NA,NA,99.7,"2022","08","19"
"02096960",2022-08-20,NA,NA,103,"2022","08","20"
"02096960",2022-08-21,NA,NA,83.5,"2022","08","21"
"02096960",2022-08-22,NA,NA,151,"2022","08","22"
"02096960",2022-08-23,NA,NA,1960,"2022","08","23"
"02096960",2022-08-24,NA,NA,1030,"2022","08","24"
"02096960",2022-08-25,NA,NA,701,"2022","08","25"
"02096960",2022-08-26,NA,NA,450,"2022","08","26"
"02096960",2022-08-27,NA,NA,288,"2022","08","27"
"02096960",2022-08-28,NA,NA,238,"2022","08","28"
"02096960",2022-08-29,NA,NA,229,"2022","08","29"
"02096960",2022-08-30,NA,NA,162,"2022","08","30"
"02096960",2022-08-31,NA,NA,132,"2022","08","31"
"02096960",2022-09-01,NA,NA,119,"2022","09","01"
"02096960",2022-09-02,NA,NA,130,"2022","09","02"
"02096960",2022-09-03,NA,NA,108,"2022","09","03"
"02096960",2022-09-04,NA,NA,97.8,"2022","09","04"
"02096960",2022-09-05,NA,NA,111,"2022","09","05"
"02096960",2022-09-06,NA,NA,199,"2022","09","06"
"02096960",2022-09-07,NA,NA,552,"2022","09","07"
"02096960",2022-09-08,NA,NA,568,"2022","09","08"
"02096960",2022-09-09,NA,NA,397,"2022","09","09"
"02096960",2022-09-10,NA,NA,247,"2022","09","10"
"02096960",2022-09-11,NA,NA,721,"2022","09","11"
"02096960",2022-09-12,NA,NA,877,"2022","09","12"
"02096960",2022-09-13,NA,NA,786,"2022","09","13"
"02096960",2022-09-14,NA,NA,523,"2022","09","14"
"02096960",2022-09-15,NA,NA,327,"2022","09","15"
"02096960",2022-09-16,NA,NA,213,"2022","09","16"
"02096960",2022-09-17,NA,NA,166,"2022","09","17"
"02096960",2022-09-18,NA,NA,138,"2022","09","18"
"02096960",2022-09-19,NA,NA,118,"2022","09","19"
"02096960",2022-09-20,NA,NA,111,"2022","09","20"
"02096960",2022-09-21,NA,NA,109,"2022","09","21"
"02096960",2022-09-22,NA,NA,105,"2022","09","22"
"02096960",2022-09-23,NA,NA,95.8,"2022","09","23"
"02096960",2022-09-24,NA,NA,84.6,"2022","09","24"
"02096960",2022-09-25,NA,NA,77.9,"2022","09","25"
"02096960",2022-09-26,NA,NA,74.9,"2022","09","26"
"02096960",2022-09-27,NA,NA,97.7,"2022","09","27"
"02096960",2022-09-28,NA,NA,122,"2022","09","28"
"02096960",2022-09-29,NA,NA,94.9,"2022","09","29"
"02096960",2022-09-30,NA,NA,118,"2022","09","30"
"02096960",2022-10-01,NA,NA,2140,"2022","10","01"
"02096960",2022-10-02,NA,NA,2460,"2022","10","02"
"02096960",2022-10-03,NA,NA,1140,"2022","10","03"
"02096960",2022-10-04,NA,NA,716,"2022","10","04"
"02096960",2022-10-05,NA,NA,490,"2022","10","05"
"02096960",2022-10-06,NA,NA,328,"2022","10","06"
"02096960",2022-10-07,NA,NA,240,"2022","10","07"
"02096960",2022-10-08,NA,NA,191,"2022","10","08"
"02096960",2022-10-09,NA,NA,159,"2022","10","09"
"02096960",2022-10-10,NA,NA,131,"2022","10","10"
"02096960",2022-10-11,NA,NA,120,"2022","10","11"
"02096960",2022-10-12,NA,NA,115,"2022","10","12"
"02096960",2022-10-13,NA,NA,120,"2022","10","13"
"02096960",2022-10-14,NA,NA,114,"2022","10","14"
"02096960",2022-10-15,NA,NA,106,"2022","10","15"
"02096960",2022-10-16,NA,NA,120,"2022","10","16"
"02096960",2022-10-17,NA,NA,115,"2022","10","17"
"02096960",2022-10-18,NA,NA,293,"2022","10","18"
"02096960",2022-10-19,NA,NA,358,"2022","10","19"
"02096960",2022-10-20,NA,NA,207,"2022","10","20"
"02096960",2022-10-21,NA,NA,157,"2022","10","21"
"02096960",2022-10-22,NA,NA,143,"2022","10","22"
"02096960",2022-10-23,NA,NA,134,"2022","10","23"
"02096960",2022-10-24,NA,NA,123,"2022","10","24"
"02096960",2022-10-25,NA,NA,117,"2022","10","25"
"02096960",2022-10-26,NA,NA,124,"2022","10","26"
"02096960",2022-10-27,NA,NA,121,"2022","10","27"
"02096960",2022-10-28,NA,NA,118,"2022","10","28"
"02096960",2022-10-29,NA,NA,111,"2022","10","29"
"02096960",2022-10-30,NA,NA,109,"2022","10","30"
"02096960",2022-10-31,NA,NA,115,"2022","10","31"
"02096960",2022-11-01,NA,NA,133,"2022","11","01"
"02096960",2022-11-02,NA,NA,214,"2022","11","02"
"02096960",2022-11-03,NA,NA,228,"2022","11","03"
"02096960",2022-11-04,NA,NA,150,"2022","11","04"
"02096960",2022-11-05,NA,NA,139,"2022","11","05"
"02096960",2022-11-06,NA,NA,124,"2022","11","06"
"02096960",2022-11-07,NA,NA,123,"2022","11","07"
"02096960",2022-11-08,NA,NA,124,"2022","11","08"
"02096960",2022-11-09,NA,NA,133,"2022","11","09"
"02096960",2022-11-10,NA,NA,133,"2022","11","10"
"02096960",2022-11-11,NA,NA,266,"2022","11","11"
"02096960",2022-11-12,NA,NA,1780,"2022","11","12"
"02096960",2022-11-13,NA,NA,1050,"2022","11","13"
"02096960",2022-11-14,NA,NA,577,"2022","11","14"
"02096960",2022-11-15,NA,NA,494,"2022","11","15"
"02096960",2022-11-16,NA,NA,719,"2022","11","16"
"02096960",2022-11-17,NA,NA,1070,"2022","11","17"
"02096960",2022-11-18,NA,NA,771,"2022","11","18"
"02096960",2022-11-19,NA,NA,594,"2022","11","19"
"02096960",2022-11-20,NA,NA,422,"2022","11","20"
"02096960",2022-11-21,NA,NA,323,"2022","11","21"
"02096960",2022-11-22,NA,NA,271,"2022","11","22"
"02096960",2022-11-23,NA,NA,229,"2022","11","23"
"02096960",2022-11-24,NA,NA,205,"2022","11","24"
"02096960",2022-11-25,NA,NA,311,"2022","11","25"
"02096960",2022-11-26,NA,NA,873,"2022","11","26"
"02096960",2022-11-27,NA,NA,1410,"2022","11","27"
"02096960",2022-11-28,NA,NA,3860,"2022","11","28"
"02096960",2022-11-29,NA,NA,1890,"2022","11","29"
"02096960",2022-11-30,NA,NA,1470,"2022","11","30"
"02096960",2022-12-01,NA,NA,3780,"2022","12","01"
"02096960",2022-12-02,NA,NA,1900,"2022","12","02"
"02096960",2022-12-03,NA,NA,1250,"2022","12","03"
"02096960",2022-12-04,NA,NA,945,"2022","12","04"
"02096960",2022-12-05,NA,NA,829,"2022","12","05"
"02096960",2022-12-06,NA,NA,706,"2022","12","06"
"02096960",2022-12-07,NA,NA,649,"2022","12","07"
"02096960",2022-12-08,NA,NA,874,"2022","12","08"
"02096960",2022-12-09,NA,NA,896,"2022","12","09"
"02096960",2022-12-10,NA,NA,915,"2022","12","10"
"02096960",2022-12-11,NA,NA,806,"2022","12","11"
"02096960",2022-12-12,NA,NA,627,"2022","12","12"
"02096960",2022-12-13,NA,NA,532,"2022","12","13"
"02096960",2022-12-14,NA,NA,475,"2022","12","14"
"02096960",2022-12-15,NA,NA,3370,"2022","12","15"
"02096960",2022-12-16,NA,NA,8830,"2022","12","16"
"02096960",2022-12-17,NA,NA,3340,"2022","12","17"
"02096960",2022-12-18,NA,NA,1890,"2022","12","18"
"02096960",2022-12-19,NA,NA,1260,"2022","12","19"
"02096960",2022-12-20,NA,NA,947,"2022","12","20"
"02096960",2022-12-21,NA,NA,785,"2022","12","21"
"02096960",2022-12-22,NA,NA,1080,"2022","12","22"
"02096960",2022-12-23,NA,NA,5460,"2022","12","23"
"02096960",2022-12-24,NA,NA,3230,"2022","12","24"
"02096960",2022-12-25,NA,NA,1980,"2022","12","25"
"02096960",2022-12-26,NA,NA,1410,"2022","12","26"
"02096960",2022-12-27,NA,NA,1100,"2022","12","27"
"02096960",2022-12-28,NA,NA,872,"2022","12","28"
"02096960",2022-12-29,NA,NA,713,"2022","12","29"
"02096960",2022-12-30,NA,NA,622,"2022","12","30"
"02096960",2022-12-31,NA,NA,580,"2022","12","31"
"02096960",2023-01-01,NA,NA,1020,"2023","01","01"
"02096960",2023-01-02,NA,NA,1260,"2023","01","02"
"02096960",2023-01-03,NA,NA,890,"2023","01","03"
"02096960",2023-01-04,NA,NA,918,"2023","01","04"
"02096960",2023-01-05,NA,NA,4210,"2023","01","05"
"02096960",2023-01-06,NA,NA,2500,"2023","01","06"
"02096960",2023-01-07,NA,NA,1630,"2023","01","07"
"02096960",2023-01-08,NA,NA,1170,"2023","01","08"
"02096960",2023-01-09,NA,NA,972,"2023","01","09"
"02096960",2023-01-10,NA,NA,975,"2023","01","10"
"02096960",2023-01-11,NA,NA,813,"2023","01","11"
"02096960",2023-01-12,NA,NA,709,"2023","01","12"
"02096960",2023-01-13,NA,NA,2290,"2023","01","13"
"02096960",2023-01-14,NA,NA,3520,"2023","01","14"
"02096960",2023-01-15,NA,NA,2430,"2023","01","15"
"02096960",2023-01-16,NA,NA,1650,"2023","01","16"
"02096960",2023-01-17,NA,NA,1230,"2023","01","17"
