"site_no","Date","GH_Max","GH_Min","GH","year","month","day"
"02096960",2021-01-04,NA,NA,7.51,"2021","01","04"
"02096960",2021-01-05,NA,NA,6.1,"2021","01","05"
"02096960",2021-01-06,NA,NA,5.59,"2021","01","06"
"02096960",2021-01-07,NA,NA,5.17,"2021","01","07"
"02096960",2021-01-08,NA,NA,4.96,"2021","01","08"
"02096960",2021-01-09,NA,NA,5.13,"2021","01","09"
"02096960",2021-01-10,NA,NA,5.21,"2021","01","10"
"02096960",2021-01-11,NA,NA,5.02,"2021","01","11"
"02096960",2021-01-12,NA,NA,4.82,"2021","01","12"
"02096960",2021-01-13,NA,NA,4.68,"2021","01","13"
"02096960",2021-01-14,NA,NA,4.58,"2021","01","14"
"02096960",2021-01-15,NA,NA,4.5,"2021","01","15"
"02096960",2021-01-16,NA,NA,4.63,"2021","01","16"
"02096960",2021-01-17,NA,NA,4.77,"2021","01","17"
"02096960",2021-01-18,NA,NA,4.55,"2021","01","18"
"02096960",2021-01-19,NA,NA,4.38,"2021","01","19"
"02096960",2021-01-20,NA,NA,4.31,"2021","01","20"
"02096960",2021-01-21,NA,NA,4.25,"2021","01","21"
"02096960",2021-01-22,NA,NA,4.22,"2021","01","22"
"02096960",2021-01-23,NA,NA,4.2,"2021","01","23"
"02096960",2021-01-24,NA,NA,4.27,"2021","01","24"
"02096960",2021-01-25,NA,NA,4.29,"2021","01","25"
"02096960",2021-01-26,NA,NA,5.33,"2021","01","26"
"02096960",2021-01-27,NA,NA,6.18,"2021","01","27"
"02096960",2021-01-28,NA,NA,6.89,"2021","01","28"
"02096960",2021-01-29,NA,NA,7.02,"2021","01","29"
"02096960",2021-01-30,NA,NA,5.94,"2021","01","30"
"02096960",2021-01-31,NA,NA,6.97,"2021","01","31"
"02096960",2021-02-01,NA,NA,8.92,"2021","02","01"
"02096960",2021-02-02,NA,NA,6.78,"2021","02","02"
"02096960",2021-02-03,NA,NA,5.9,"2021","02","03"
"02096960",2021-02-04,NA,NA,5.41,"2021","02","04"
"02096960",2021-02-05,NA,NA,5.14,"2021","02","05"
"02096960",2021-02-06,NA,NA,5,"2021","02","06"
"02096960",2021-02-07,NA,NA,6.21,"2021","02","07"
"02096960",2021-02-08,NA,NA,7.12,"2021","02","08"
"02096960",2021-02-09,NA,NA,5.96,"2021","02","09"
"02096960",2021-02-10,NA,NA,5.48,"2021","02","10"
"02096960",2021-02-11,NA,NA,5.21,"2021","02","11"
"02096960",2021-02-12,NA,NA,7.84,"2021","02","12"
"02096960",2021-02-13,NA,NA,8.94,"2021","02","13"
"02096960",2021-02-14,NA,NA,10.36,"2021","02","14"
"02096960",2021-02-15,NA,NA,9.52,"2021","02","15"
"02096960",2021-02-16,NA,NA,10.95,"2021","02","16"
"02096960",2021-02-17,NA,NA,8.95,"2021","02","17"
"02096960",2021-02-18,NA,NA,7.84,"2021","02","18"
"02096960",2021-02-19,NA,NA,9.53,"2021","02","19"
"02096960",2021-02-20,NA,NA,7.99,"2021","02","20"
"02096960",2021-02-21,NA,NA,6.66,"2021","02","21"
"02096960",2021-02-22,NA,NA,6.07,"2021","02","22"
"02096960",2021-02-23,NA,NA,6.85,"2021","02","23"
"02096960",2021-02-24,NA,NA,6.04,"2021","02","24"
"02096960",2021-02-25,NA,NA,5.69,"2021","02","25"
"02096960",2021-02-26,NA,NA,5.45,"2021","02","26"
"02096960",2021-02-27,NA,NA,7.58,"2021","02","27"
"02096960",2021-02-28,NA,NA,7.08,"2021","02","28"
"02096960",2021-03-01,NA,NA,6.29,"2021","03","01"
"02096960",2021-03-02,NA,NA,6.28,"2021","03","02"
"02096960",2021-03-03,NA,NA,5.64,"2021","03","03"
"02096960",2021-03-04,NA,NA,5.3,"2021","03","04"
"02096960",2021-03-05,NA,NA,5.08,"2021","03","05"
"02096960",2021-03-06,NA,NA,5.02,"2021","03","06"
"02096960",2021-03-07,NA,NA,4.88,"2021","03","07"
"02096960",2021-03-08,NA,NA,4.71,"2021","03","08"
"02096960",2021-03-09,NA,NA,4.62,"2021","03","09"
"02096960",2021-03-10,NA,NA,4.55,"2021","03","10"
"02096960",2021-03-11,NA,NA,4.49,"2021","03","11"
"02096960",2021-03-12,NA,NA,4.57,"2021","03","12"
"02096960",2021-03-13,NA,NA,4.56,"2021","03","13"
"02096960",2021-03-14,NA,NA,4.46,"2021","03","14"
"02096960",2021-03-15,NA,NA,4.37,"2021","03","15"
"02096960",2021-03-16,NA,NA,4.41,"2021","03","16"
"02096960",2021-03-17,NA,NA,4.82,"2021","03","17"
"02096960",2021-03-18,NA,NA,4.78,"2021","03","18"
"02096960",2021-03-19,NA,NA,7.02,"2021","03","19"
"02096960",2021-03-20,NA,NA,7,"2021","03","20"
"02096960",2021-03-21,NA,NA,6.29,"2021","03","21"
"02096960",2021-03-22,NA,NA,5.54,"2021","03","22"
"02096960",2021-03-23,NA,NA,5.07,"2021","03","23"
"02096960",2021-03-24,NA,NA,4.8,"2021","03","24"
"02096960",2021-03-25,NA,NA,4.76,"2021","03","25"
"02096960",2021-03-26,NA,NA,8.21,"2021","03","26"
"02096960",2021-03-27,NA,NA,8.2,"2021","03","27"
"02096960",2021-03-28,NA,NA,7.63,"2021","03","28"
"02096960",2021-03-29,NA,NA,7.38,"2021","03","29"
"02096960",2021-03-30,NA,NA,6.28,"2021","03","30"
"02096960",2021-03-31,NA,NA,5.67,"2021","03","31"
"02096960",2021-04-01,NA,NA,7.61,"2021","04","01"
"02096960",2021-04-02,NA,NA,6.31,"2021","04","02"
"02096960",2021-04-03,NA,NA,5.57,"2021","04","03"
"02096960",2021-04-04,NA,NA,5.17,"2021","04","04"
"02096960",2021-04-05,NA,NA,4.93,"2021","04","05"
"02096960",2021-04-06,NA,NA,4.78,"2021","04","06"
"02096960",2021-04-07,NA,NA,4.73,"2021","04","07"
"02096960",2021-04-08,NA,NA,4.67,"2021","04","08"
"02096960",2021-04-09,NA,NA,4.54,"2021","04","09"
"02096960",2021-04-10,NA,NA,5.63,"2021","04","10"
"02096960",2021-04-11,NA,NA,5.42,"2021","04","11"
"02096960",2021-04-12,NA,NA,5.23,"2021","04","12"
"02096960",2021-04-13,NA,NA,4.76,"2021","04","13"
"02096960",2021-04-14,NA,NA,4.49,"2021","04","14"
"02096960",2021-04-15,NA,NA,4.39,"2021","04","15"
"02096960",2021-04-16,NA,NA,4.29,"2021","04","16"
"02096960",2021-04-17,NA,NA,4.19,"2021","04","17"
"02096960",2021-04-18,NA,NA,4.24,"2021","04","18"
"02096960",2021-04-19,NA,NA,4.22,"2021","04","19"
"02096960",2021-04-20,NA,NA,4.1,"2021","04","20"
"02096960",2021-04-21,NA,NA,4.05,"2021","04","21"
"02096960",2021-04-22,NA,NA,3.98,"2021","04","22"
"02096960",2021-04-23,NA,NA,4.02,"2021","04","23"
"02096960",2021-04-24,NA,NA,4.09,"2021","04","24"
"02096960",2021-04-25,NA,NA,4.33,"2021","04","25"
"02096960",2021-04-26,NA,NA,4.7,"2021","04","26"
"02096960",2021-04-27,NA,NA,4.28,"2021","04","27"
"02096960",2021-04-28,NA,NA,4.15,"2021","04","28"
"02096960",2021-04-29,NA,NA,4.06,"2021","04","29"
"02096960",2021-04-30,NA,NA,3.96,"2021","04","30"
"02096960",2021-05-01,NA,NA,3.88,"2021","05","01"
"02096960",2021-05-02,NA,NA,3.92,"2021","05","02"
"02096960",2021-05-03,NA,NA,3.81,"2021","05","03"
"02096960",2021-05-04,NA,NA,4.17,"2021","05","04"
"02096960",2021-05-05,NA,NA,4.72,"2021","05","05"
"02096960",2021-05-06,NA,NA,4.78,"2021","05","06"
"02096960",2021-05-07,NA,NA,4.47,"2021","05","07"
"02096960",2021-05-08,NA,NA,4.13,"2021","05","08"
"02096960",2021-05-09,NA,NA,3.94,"2021","05","09"
"02096960",2021-05-10,NA,NA,3.83,"2021","05","10"
"02096960",2021-05-11,NA,NA,4.09,"2021","05","11"
"02096960",2021-05-12,NA,NA,4.25,"2021","05","12"
"02096960",2021-05-13,NA,NA,4.12,"2021","05","13"
"02096960",2021-05-14,NA,NA,4.01,"2021","05","14"
"02096960",2021-05-15,NA,NA,3.81,"2021","05","15"
"02096960",2021-05-16,NA,NA,3.73,"2021","05","16"
"02096960",2021-05-17,NA,NA,3.67,"2021","05","17"
"02096960",2021-05-18,NA,NA,3.65,"2021","05","18"
"02096960",2021-05-19,NA,NA,3.65,"2021","05","19"
"02096960",2021-05-20,NA,NA,3.63,"2021","05","20"
"02096960",2021-05-21,NA,NA,3.59,"2021","05","21"
"02096960",2021-05-22,NA,NA,3.53,"2021","05","22"
"02096960",2021-05-23,NA,NA,3.58,"2021","05","23"
"02096960",2021-05-24,NA,NA,3.54,"2021","05","24"
"02096960",2021-05-25,NA,NA,3.42,"2021","05","25"
"02096960",2021-05-26,NA,NA,3.4,"2021","05","26"
"02096960",2021-05-27,NA,NA,3.3,"2021","05","27"
"02096960",2021-05-28,NA,NA,3.33,"2021","05","28"
"02096960",2021-05-29,NA,NA,3.33,"2021","05","29"
"02096960",2021-05-30,NA,NA,3.55,"2021","05","30"
"02096960",2021-05-31,NA,NA,3.92,"2021","05","31"
"02096960",2021-06-01,NA,NA,3.62,"2021","06","01"
"02096960",2021-06-02,NA,NA,3.46,"2021","06","02"
"02096960",2021-06-03,NA,NA,3.99,"2021","06","03"
"02096960",2021-06-04,NA,NA,4.34,"2021","06","04"
"02096960",2021-06-05,NA,NA,3.85,"2021","06","05"
"02096960",2021-06-06,NA,NA,3.65,"2021","06","06"
"02096960",2021-06-07,NA,NA,3.49,"2021","06","07"
"02096960",2021-06-08,NA,NA,3.53,"2021","06","08"
"02096960",2021-06-09,NA,NA,3.59,"2021","06","09"
"02096960",2021-06-10,NA,NA,4.08,"2021","06","10"
"02096960",2021-06-11,NA,NA,4.56,"2021","06","11"
"02096960",2021-06-12,NA,NA,5.37,"2021","06","12"
"02096960",2021-06-13,NA,NA,5.29,"2021","06","13"
"02096960",2021-06-14,NA,NA,4.47,"2021","06","14"
"02096960",2021-06-15,NA,NA,4.03,"2021","06","15"
"02096960",2021-06-16,NA,NA,3.77,"2021","06","16"
"02096960",2021-06-17,NA,NA,3.63,"2021","06","17"
"02096960",2021-06-18,NA,NA,3.42,"2021","06","18"
"02096960",2021-06-19,NA,NA,3.3,"2021","06","19"
"02096960",2021-06-20,NA,NA,3.3,"2021","06","20"
"02096960",2021-06-21,NA,NA,3.66,"2021","06","21"
"02096960",2021-06-22,NA,NA,3.56,"2021","06","22"
"02096960",2021-06-23,NA,NA,4.73,"2021","06","23"
"02096960",2021-06-24,NA,NA,4.21,"2021","06","24"
"02096960",2021-06-25,NA,NA,3.72,"2021","06","25"
"02096960",2021-06-26,NA,NA,3.55,"2021","06","26"
"02096960",2021-06-27,NA,NA,3.41,"2021","06","27"
"02096960",2021-06-28,NA,NA,3.33,"2021","06","28"
"02096960",2021-06-29,NA,NA,3.27,"2021","06","29"
"02096960",2021-06-30,NA,NA,3.2,"2021","06","30"
"02096960",2021-07-01,NA,NA,3.18,"2021","07","01"
"02096960",2021-07-02,NA,NA,3.17,"2021","07","02"
"02096960",2021-07-03,NA,NA,4.12,"2021","07","03"
"02096960",2021-07-04,NA,NA,4.09,"2021","07","04"
"02096960",2021-07-05,NA,NA,4,"2021","07","05"
"02096960",2021-07-06,NA,NA,3.9,"2021","07","06"
"02096960",2021-07-07,NA,NA,3.73,"2021","07","07"
"02096960",2021-07-08,NA,NA,3.86,"2021","07","08"
"02096960",2021-07-09,NA,NA,4.82,"2021","07","09"
"02096960",2021-07-10,NA,NA,4.55,"2021","07","10"
"02096960",2021-07-11,NA,NA,3.87,"2021","07","11"
"02096960",2021-07-12,NA,NA,3.67,"2021","07","12"
"02096960",2021-07-13,NA,NA,3.56,"2021","07","13"
"02096960",2021-07-14,NA,NA,3.42,"2021","07","14"
"02096960",2021-07-15,NA,NA,3.85,"2021","07","15"
"02096960",2021-07-16,NA,NA,3.98,"2021","07","16"
"02096960",2021-07-17,NA,NA,3.72,"2021","07","17"
"02096960",2021-07-18,NA,NA,3.92,"2021","07","18"
"02096960",2021-07-19,NA,NA,5.21,"2021","07","19"
"02096960",2021-07-20,NA,NA,7.06,"2021","07","20"
"02096960",2021-07-21,NA,NA,5.18,"2021","07","21"
"02096960",2021-07-22,NA,NA,4.42,"2021","07","22"
"02096960",2021-07-23,NA,NA,3.94,"2021","07","23"
"02096960",2021-07-24,NA,NA,3.72,"2021","07","24"
"02096960",2021-07-25,NA,NA,3.63,"2021","07","25"
"02096960",2021-07-26,NA,NA,4.27,"2021","07","26"
"02096960",2021-07-27,NA,NA,3.97,"2021","07","27"
"02096960",2021-07-28,NA,NA,3.7,"2021","07","28"
"02096960",2021-07-29,NA,NA,3.54,"2021","07","29"
"02096960",2021-07-30,NA,NA,3.41,"2021","07","30"
"02096960",2021-07-31,NA,NA,3.28,"2021","07","31"
"02096960",2021-08-01,NA,NA,3.2,"2021","08","01"
"02096960",2021-08-02,NA,NA,3.2,"2021","08","02"
"02096960",2021-08-03,NA,NA,3.2,"2021","08","03"
"02096960",2021-08-04,NA,NA,3.21,"2021","08","04"
"02096960",2021-08-05,NA,NA,3.16,"2021","08","05"
"02096960",2021-08-06,NA,NA,3.1,"2021","08","06"
"02096960",2021-08-07,NA,NA,3.37,"2021","08","07"
"02096960",2021-08-08,NA,NA,4.71,"2021","08","08"
"02096960",2021-08-09,NA,NA,3.95,"2021","08","09"
"02096960",2021-08-10,NA,NA,3.49,"2021","08","10"
"02096960",2021-08-11,NA,NA,3.31,"2021","08","11"
"02096960",2021-08-12,NA,NA,3.18,"2021","08","12"
"02096960",2021-08-13,NA,NA,3.3,"2021","08","13"
"02096960",2021-08-14,NA,NA,3.19,"2021","08","14"
"02096960",2021-08-15,NA,NA,4.16,"2021","08","15"
"02096960",2021-08-16,NA,NA,5.38,"2021","08","16"
"02096960",2021-08-17,NA,NA,4.81,"2021","08","17"
"02096960",2021-08-18,NA,NA,4.41,"2021","08","18"
"02096960",2021-08-19,NA,NA,4.41,"2021","08","19"
"02096960",2021-08-20,NA,NA,4.53,"2021","08","20"
"02096960",2021-08-21,NA,NA,4.55,"2021","08","21"
"02096960",2021-08-22,NA,NA,4.03,"2021","08","22"
"02096960",2021-08-23,NA,NA,5.18,"2021","08","23"
"02096960",2021-08-24,NA,NA,3.76,"2021","08","24"
"02096960",2021-08-26,NA,NA,3.45,"2021","08","26"
"02096960",2021-08-27,NA,NA,3.31,"2021","08","27"
"02096960",2021-08-28,NA,NA,3.22,"2021","08","28"
"02096960",2021-08-29,NA,NA,3.21,"2021","08","29"
"02096960",2021-08-30,NA,NA,3.17,"2021","08","30"
"02096960",2021-08-31,NA,NA,3.12,"2021","08","31"
"02096960",2021-09-01,NA,NA,3.1,"2021","09","01"
"02096960",2021-09-02,NA,NA,3.18,"2021","09","02"
"02096960",2021-09-03,NA,NA,3.85,"2021","09","03"
"02096960",2021-09-04,NA,NA,3.4,"2021","09","04"
"02096960",2021-09-05,NA,NA,3.21,"2021","09","05"
"02096960",2021-09-06,NA,NA,3.09,"2021","09","06"
"02096960",2021-09-07,NA,NA,3.08,"2021","09","07"
"02096960",2021-09-08,NA,NA,3.08,"2021","09","08"
"02096960",2021-09-09,NA,NA,3.13,"2021","09","09"
"02096960",2021-09-10,NA,NA,3.09,"2021","09","10"
"02096960",2021-09-11,NA,NA,3.06,"2021","09","11"
"02096960",2021-09-12,NA,NA,3,"2021","09","12"
"02096960",2021-09-13,NA,NA,2.94,"2021","09","13"
"02096960",2021-09-14,NA,NA,2.96,"2021","09","14"
"02096960",2021-09-15,NA,NA,2.91,"2021","09","15"
"02096960",2021-09-16,NA,NA,2.95,"2021","09","16"
"02096960",2021-09-17,NA,NA,2.81,"2021","09","17"
"02096960",2021-09-18,NA,NA,2.92,"2021","09","18"
"02096960",2021-09-19,NA,NA,2.9,"2021","09","19"
"02096960",2021-09-20,NA,NA,2.89,"2021","09","20"
"02096960",2021-09-21,NA,NA,2.93,"2021","09","21"
"02096960",2021-09-22,NA,NA,3.45,"2021","09","22"
"02096960",2021-09-23,NA,NA,6.56,"2021","09","23"
"02096960",2021-09-24,NA,NA,5.4,"2021","09","24"
"02096960",2021-09-25,NA,NA,4.43,"2021","09","25"
"02096960",2021-09-26,NA,NA,3.98,"2021","09","26"
"02096960",2021-09-27,NA,NA,3.64,"2021","09","27"
"02096960",2021-09-28,NA,NA,3.41,"2021","09","28"
"02096960",2021-09-29,NA,NA,3.22,"2021","09","29"
"02096960",2021-09-30,NA,NA,3.41,"2021","09","30"
"02096960",2021-10-01,NA,NA,3.26,"2021","10","01"
"02096960",2021-10-02,NA,NA,3.15,"2021","10","02"
"02096960",2021-10-03,NA,NA,3.1,"2021","10","03"
"02096960",2021-10-04,NA,NA,3.06,"2021","10","04"
"02096960",2021-10-05,NA,NA,3.09,"2021","10","05"
"02096960",2021-10-06,NA,NA,3.13,"2021","10","06"
"02096960",2021-10-07,NA,NA,3.23,"2021","10","07"
"02096960",2021-10-08,NA,NA,3.26,"2021","10","08"
"02096960",2021-10-09,NA,NA,3.49,"2021","10","09"
"02096960",2021-10-10,NA,NA,3.93,"2021","10","10"
"02096960",2021-10-11,NA,NA,3.76,"2021","10","11"
"02096960",2021-10-12,NA,NA,3.44,"2021","10","12"
"02096960",2021-10-13,NA,NA,3.21,"2021","10","13"
"02096960",2021-10-14,NA,NA,3.26,"2021","10","14"
"02096960",2021-10-15,NA,NA,3.17,"2021","10","15"
"02096960",2021-10-16,NA,NA,3.07,"2021","10","16"
"02096960",2021-10-17,NA,NA,3.16,"2021","10","17"
"02096960",2021-10-18,NA,NA,3.08,"2021","10","18"
"02096960",2021-10-19,NA,NA,3.02,"2021","10","19"
"02096960",2021-10-20,NA,NA,3,"2021","10","20"
"02096960",2021-10-21,NA,NA,3.11,"2021","10","21"
"02096960",2021-10-22,NA,NA,3,"2021","10","22"
"02096960",2021-10-23,NA,NA,2.99,"2021","10","23"
"02096960",2021-10-24,NA,NA,2.96,"2021","10","24"
"02096960",2021-10-25,NA,NA,2.98,"2021","10","25"
"02096960",2021-10-26,NA,NA,3.38,"2021","10","26"
"02096960",2021-10-27,NA,NA,3.9,"2021","10","27"
"02096960",2021-10-28,NA,NA,3.49,"2021","10","28"
"02096960",2021-10-29,NA,NA,3.32,"2021","10","29"
"02096960",2021-10-30,NA,NA,3.89,"2021","10","30"
"02096960",2021-10-31,NA,NA,3.83,"2021","10","31"
"02096960",2021-11-01,NA,NA,3.55,"2021","11","01"
"02096960",2021-11-02,NA,NA,3.32,"2021","11","02"
"02096960",2021-11-03,NA,NA,3.21,"2021","11","03"
"02096960",2021-11-04,NA,NA,3.13,"2021","11","04"
"02096960",2021-11-05,NA,NA,3.1,"2021","11","05"
"02096960",2021-11-06,NA,NA,3.06,"2021","11","06"
"02096960",2021-11-07,NA,NA,3.04,"2021","11","07"
"02096960",2021-11-08,NA,NA,3.03,"2021","11","08"
"02096960",2021-11-09,NA,NA,3.02,"2021","11","09"
"02096960",2021-11-10,NA,NA,3.05,"2021","11","10"
"02096960",2021-11-11,NA,NA,3.06,"2021","11","11"
"02096960",2021-11-12,NA,NA,3.03,"2021","11","12"
"02096960",2021-11-13,NA,NA,3.03,"2021","11","13"
"02096960",2021-11-14,NA,NA,3.07,"2021","11","14"
"02096960",2021-11-15,NA,NA,3.08,"2021","11","15"
"02096960",2021-11-16,NA,NA,3.03,"2021","11","16"
"02096960",2021-11-17,NA,NA,3,"2021","11","17"
"02096960",2021-11-18,NA,NA,3.03,"2021","11","18"
"02096960",2021-11-19,NA,NA,3.05,"2021","11","19"
"02096960",2021-11-20,NA,NA,3.02,"2021","11","20"
"02096960",2021-11-21,NA,NA,3.01,"2021","11","21"
"02096960",2021-11-22,NA,NA,3.05,"2021","11","22"
"02096960",2021-11-23,NA,NA,3.13,"2021","11","23"
"02096960",2021-11-24,NA,NA,3.11,"2021","11","24"
"02096960",2021-11-25,NA,NA,3.12,"2021","11","25"
"02096960",2021-11-26,NA,NA,3.1,"2021","11","26"
"02096960",2021-11-27,NA,NA,3.06,"2021","11","27"
"02096960",2021-11-28,NA,NA,3.05,"2021","11","28"
"02096960",2021-11-29,NA,NA,3.05,"2021","11","29"
"02096960",2021-11-30,NA,NA,3.06,"2021","11","30"
"02096960",2021-12-01,NA,NA,3.08,"2021","12","01"
"02096960",2021-12-02,NA,NA,3.06,"2021","12","02"
"02096960",2021-12-03,NA,NA,3.07,"2021","12","03"
"02096960",2021-12-04,NA,NA,3.08,"2021","12","04"
"02096960",2021-12-05,NA,NA,3.09,"2021","12","05"
"02096960",2021-12-06,NA,NA,3.08,"2021","12","06"
"02096960",2021-12-07,NA,NA,3.07,"2021","12","07"
"02096960",2021-12-08,NA,NA,3.13,"2021","12","08"
"02096960",2021-12-09,NA,NA,3.13,"2021","12","09"
"02096960",2021-12-10,NA,NA,3.09,"2021","12","10"
"02096960",2021-12-11,NA,NA,3.12,"2021","12","11"
"02096960",2021-12-12,NA,NA,3.32,"2021","12","12"
"02096960",2021-12-13,NA,NA,3.76,"2021","12","13"
"02096960",2021-12-14,NA,NA,3.49,"2021","12","14"
"02096960",2021-12-15,NA,NA,3.28,"2021","12","15"
"02096960",2021-12-16,NA,NA,3.22,"2021","12","16"
"02096960",2021-12-17,NA,NA,3.18,"2021","12","17"
"02096960",2021-12-18,NA,NA,3.16,"2021","12","18"
"02096960",2021-12-19,NA,NA,3.27,"2021","12","19"
"02096960",2021-12-20,NA,NA,3.76,"2021","12","20"
"02096960",2021-12-21,NA,NA,3.91,"2021","12","21"
"02096960",2021-12-22,NA,NA,3.56,"2021","12","22"
"02096960",2021-12-23,NA,NA,3.52,"2021","12","23"
"02096960",2021-12-24,NA,NA,3.53,"2021","12","24"
"02096960",2021-12-25,NA,NA,3.46,"2021","12","25"
"02096960",2021-12-26,NA,NA,3.32,"2021","12","26"
"02096960",2021-12-27,NA,NA,3.28,"2021","12","27"
"02096960",2021-12-28,NA,NA,3.21,"2021","12","28"
"02096960",2021-12-29,NA,NA,3.2,"2021","12","29"
"02096960",2021-12-30,NA,NA,3.21,"2021","12","30"
"02096960",2021-12-31,NA,NA,3.23,"2021","12","31"
"02096960",2022-01-01,NA,NA,3.25,"2022","01","01"
"02096960",2022-01-02,NA,NA,3.28,"2022","01","02"
"02096960",2022-01-03,NA,NA,7.8,"2022","01","03"
"02096960",2022-01-04,NA,NA,9.41,"2022","01","04"
"02096960",2022-01-05,NA,NA,7,"2022","01","05"
"02096960",2022-01-06,NA,NA,5.92,"2022","01","06"
"02096960",2022-01-07,NA,NA,5.21,"2022","01","07"
"02096960",2022-01-08,NA,NA,4.82,"2022","01","08"
"02096960",2022-01-09,NA,NA,4.55,"2022","01","09"
"02096960",2022-01-10,NA,NA,4.92,"2022","01","10"
"02096960",2022-01-11,NA,NA,5.18,"2022","01","11"
"02096960",2022-01-12,NA,NA,4.58,"2022","01","12"
